grade,headword,homograph,pos,guide,band
6,동성,2,명사,동성 친구,고급
6,동시통역,0,명사,동시통역 기능,고급
6,동요,1,명사,건물의 동요,고급
6,동적01∙ 동적,2,관형사∙명사,동적 활동,고급
6,동정,2,명사,동정을 느끼다,고급
6,동질성,0,명사,문화적 동질성,고급
6,동참,0,명사,시민들의 동참,고급
6,동향,3,명사,연구 동향,고급
6,동호인,0,명사,여행 동호인,고급
6,되뇌다,0,동사,입버릇처럼 되뇌다,고급
6,되새기다,0,동사,말씀을 되새기다,고급
6,된소리,0,명사,된소리 발음,고급
6,두각,0,명사,두각을 나타내다,고급
6,두루,0,부사,두루 갖추다,고급
6,두툼하다,0,형용사,고기가 두툼하다,고급
6,둑,0,명사,둑을 쌓다,고급
6,둘러앉다,0,동사,밥상에 둘러앉다,고급
6,둥그렇다,0,형용사,보름달이 둥그렇다,고급
6,둥둥,2,부사,둥둥 떠내려가다,고급
6,뒤덮이다,0,동사,눈으로 뒤덮이다,고급
6,뒤돌아보다,0,동사,휙 뒤돌아보다,고급
6,뒤바뀌다,0,동사,순서가 뒤바뀌다,고급
6,뒤섞이다,0,동사,여러 가지가 뒤섞이다,고급
6,뒤엉키다,0,동사,차들이 뒤엉키다,고급
6,뒤적이다,0,동사,주머니를 뒤적이다,고급
6,뒤죽박죽,0,명사,뒤죽밖죽으로 섞이다,고급
6,뒤쫓다,0,동사,범인을 뒤쫓다,고급
6,뒤통수,0,명사,뒤통수를 긁다,고급
6,뒤틀리다,0,동사,몸이 뒤틀리다,고급
6,뒷바라지,0,명사,아들 뒷바라지,고급
6,뒷일,0,명사,뒷일을 부탁하다,고급
6,뒷전,0,명사,뒷전에 서다,고급
6,뒹굴다,0,동사,진흙탕을 뒹굴다,고급
6,드러눕다,0,동사,바닥에 드러눕다,고급
6,드리우다,0,동사,커튼이 드리우다,고급
6,드세다,0,형용사,고집이 드세다,고급
6,득점,0,명사,득점과 실점,고급
6,들끓다,0,동사,벌레로 들끓다,고급
6,들뜨다,0,동사,들뜬 기분,고급
6,들락날락하다,0,동사,이곳저곳 들락날락하다,고급
6,들먹이다,0,동사,약점을 들먹이다,고급
6,들썩이다,0,동사,어깨가 들썩이다,고급
6,들어맞다,0,동사,예상이 들어맞다,고급
6,들어차다,0,동사,물이 들어차다,고급
6,들여놓다,0,동사,안으로 들여놓다,고급
6,들여다보이다,0,동사,집 안이 들여다보이다,고급
6,들이닥치다,0,동사,경찰들이 들이닥치다,고급
6,들이마시다,2,동사,숨을 들이마시다,고급
6,들이켜다,0,동사,물을 들이켜다,고급
6,들추다,0,동사,이불을 들추다,고급
6,등,4,명사,등을 밝히다,고급
6,등골,1,명사,등골이 서늘하다,고급
6,등급,0,명사,등급을 나누다,고급
6,등급,0,의존명사,등급을 나누다,고급
6,등용문,0,명사,등용문을 거치다,고급
6,등재,0,명사,잡지 등재,고급
6,등지,0,의존명사,"서울, 부산 등지",고급
6,등지다,0,동사,친구와 등지다,고급
6,딛다,0,동사,땅에 발을 딛다,고급
6,따돌리다,0,동사,친구를 따돌리다,고급
6,따라나서다,0,동사,친구를 따라나서다,고급
6,딱하다,0,형용사,사정이 딱하다,고급
6,딱히,2,부사,딱히 갈 곳이 없다,고급
6,때마침,0,부사,때마침 만나다,고급
6,떠넘기다,0,동사,책임을 떠넘기다,고급
6,떠다니다,0,동사,둥둥 떠다니다,고급
6,떠돌아다니다,0,동사,정처 없이 떠돌아다니다,고급
6,떠밀리다,0,동사,밖으로 떠밀리다,고급
6,떨구다,0,동사,고개를 떨구다,고급
6,떨치다,1,동사,이름을 떨치다,고급
6,떨치다,2,동사,걱정을 떨치다,고급
6,뜨이다,0,동사,눈이 번쩍 뜨이다,고급
6,뜯어내다,0,동사,달력을 뜯어내다,고급
6,띄어쓰기,0,명사,띄어쓰기 규칙,고급
6,로맨틱,0,명사,로맨틱한 분위기,고급
6,리그,0,명사,축구 리그,고급
6,마누라,0,명사,마누라를 얻다,고급
6,마다하다,0,동사,권유를 마다하다,고급
6,마지못하다,0,형용사,마지못한 걸음을 하다,고급
6,마취,0,명사,전신 마취,고급
6,막강,0,명사,막강 체력,고급
6,막다르다,0,형용사,막다른 길,고급
6,막대,0,명사,나무 막대,고급
6,막대하다,0,형용사,막대한 손실,고급
6,막론하다,0,동사,남녀노소를 막론하다,고급
6,막무가내,0,명사,,고급
6,막바지,0,명사,막바지로 접어들다,고급
6,막상막하,0,명사,,고급
6,막연히,0,부사,막연히 생각하다,고급
6,막중하다,0,형용사,책임이 막중하다,고급
6,막힘없이,0,부사,막힘없이 말하다,고급
6,만끽,0,명사,자유 만끽,고급
6,만사,0,명사,만사가 귀찮다,고급
6,만세00・ 만세,3,감탄사・명사,만세 소리,고급
6,만연,0,명사,전염병 만연,고급
6,만장일치,0,명사,,고급
6,맏형,0,명사,맏형 노릇,고급
6,말단,0,명사,말단 직원,고급
6,말문,0,명사,말문이 막히다,고급
6,말미암다,0,동사,부주의로 말미암다,고급
6,말솜씨,0,명사,말솜씨가 좋다,고급
6,말썽,0,명사,말썽을 부리다,고급
6,망,3,명사,망을 씌우다,고급
6,망신,0,명사,망신을 당하다,고급
6,망원경,0,명사,망원경으로 보다,고급
6,망치,0,명사,망치로 두드리다,고급
6,맞먹다,0,동사,맞먹는 거리,고급
6,맞붙다,0,동사,서로 맞붙다,고급
6,맞아떨어지다,0,동사,계산이 맞아떨어지다,고급
6,맞장구,0,명사,맞장구를 치다,고급
6,맞춤,0,명사,맞춤 구두,고급
6,매,4,의존명사,원고지 백 매,고급
6,매기다,0,동사,점수를 매기다,고급
6,매니저,0,명사,연예인 매니저,고급
6,매듭,0,명사,매듭을 짓다,고급
6,매료,0,명사,청중을 매료하다,고급
6,매립,0,명사,매립 공사,고급
6,매장,1,명사,시신 매장,고급
6,매진,2,명사,학업에 매진을 하다,고급
6,맥,0,명사,맥이 빠지다,고급
6,맥락,0,명사,같은 맥락,고급
6,맥박,0,명사,맥박이 뛰다,고급
6,맴돌다,0,동사,주변을 맴돌다,고급
6,맵시,0,명사,맵시가 나다,고급
6,맹렬하다,0,형용사,맹렬한 기세,고급
6,맺히다,0,동사,열매가 맺히다,고급
6,머금다,0,동사,물을 머금다,고급
6,머리맡,0,명사,머리맡에 앉다,고급
6,먹구름,0,명사,먹구름이 끼다,고급
6,멀다,1,동사,눈이 멀다,고급
6,멋스럽다,0,형용사,옷차림이 멋스럽다,고급
6,멍들다,0,동사,무릎이 멍들다,고급
6,면모,0,명사,면모를 살피다,고급
6,면역,0,명사,면역 체계,고급
6,면회,0,명사,면회를 가다,고급
6,명당,0,명사,최고의 명당,고급
6,명료하다,0,형용사,명료한 표현,고급
6,명목,0,명사,명목을 유지하다,고급
6,명문,2,명사,명문 대학교,고급
6,명백하다,0,형용사,명백한 잘못,고급
6,명복,0,명사,명복을 빌다,고급
6,명분,0,명사,명분이 없다,고급
6,명승지,0,명사,명승지를 방문하다,고급
6,명실상부,0,명사,,고급
6,명중,0,명사,과녁 명중,고급
6,명칭,0,명사,공식 명칭,고급
6,모닥불,0,명사,모닥불을 피우다,고급
6,모색,0,명사,방안의 모색,고급
6,모서리,0,명사,탁자 모서리,고급
6,모순,0,명사,구조적인 모순,고급
6,모욕,0,명사,모욕을 느끼다,고급
6,모유,0,명사,모유를 주다,고급
6,모질다,0,형용사,성격이 모질다,고급
6,모퉁이,0,명사,모퉁이를 돌다,고급
6,모티브,0,명사,작품의 모티브,고급
6,모호하다,0,형용사,설명이 모호하다,고급
6,목덜미,0,명사,목덜미를 잡히다,고급
6,몰락,0,명사,로마의 몰락,고급
6,몰려가다,0,동사,우르르 몰려가다,고급
6,몰아가다,0,동사,기세를 몰아가다,고급
6,몰아내다,0,동사,밖으로 몰아내다,고급
6,몰아넣다,0,동사,궁지에 몰아넣다,고급
6,몰아쉬다,0,동사,숨을 몰아쉬다,고급
6,몰아치다,0,동사,눈보라가 몰아치다,고급
6,몰입,0,명사,감정 몰입,고급
6,몸집,0,명사,몸집이 크다,고급
6,못마땅하다,0,형용사,못마땅한 눈초리,고급
6,묘미,0,명사,여행의 묘미,고급
6,묘지,0,명사,묘지를 이장하다,고급
6,묘하다,0,형용사,기분이 묘하다,고급
6,무공해,0,명사,무공해 농산물,고급
6,무궁무진,0,명사,,고급
6,무기력,0,명사,무기력한 태도,고급
6,무더기,0,명사,쓰레기 무더기,고급
6,무던히,0,부사,무던히 노력하다,고급
6,무럭무럭,0,부사,무럭무럭 자라다,고급
6,무력,1,명사,무력 감축,고급
6,무례,0,명사,무례를 범하다,고급
6,무료하다,0,형용사,무료한 시간,고급
6,무르다,3,형용사,살이 무르다,고급
6,무르익다,0,동사,곡식이 무르익다,고급
6,무릅쓰다,0,동사,위험을 무릅쓰다,고급
6,무리,1,명사,무리를 이루다,고급
6,무모하다,0,형용사,무모한 시도,고급
6,무병장수,0,명사,,고급
6,무성하다,0,형용사,잡초가 무성하다,고급
6,무수하다,0,형용사,무수한 별,고급
6,무수히,0,부사,무수히 많다,고급
6,무심히,0,부사,무심히 바라보다,고급
6,무언,0,명사,무언의 압박,고급
6,무용지물,0,명사,,고급
6,무작정,1,명사,무작정 덤비다,고급
6,무작정,2,부사,무작정 덤비다,고급
6,무차별적,1,관형사∙명사,무차별적 수용,고급
6,무차별적,2,관형사∙명사,무차별적 수용,고급
6,무한,0,명사,무한 반복,고급
6,무형,0,명사,무형 문화재,고급
6,묵념,0,명사,묵념에 잠기다,고급
6,묵직하다,0,형용사,가방이 묵직하다,고급
6,묵히다,0,동사,김치를 묵히다,고급
6,문과,0,명사,문과 대학,고급
6,문단,2,명사,문단에 진출하다,고급
6,문상,0,명사,문상을 가다,고급
6,문안,2,명사,문안 인사,고급
6,문지르다,0,동사,수건에 문지르다,고급
6,문학적,1,관형사∙명사,문학적 감수성,고급
6,문학적,2,관형사∙명사,문학적 감수성,고급
6,문헌,0,명사,문헌 자료,고급
6,물끄러미,0,부사,물끄러미 바라보다,고급
6,물들이다,0,동사,옷감을 물들이다,고급
6,물러가다,0,동사,제자리로 물러가다,고급
6,물리다,3,동사,물건을 도로 물리다,고급
6,물리적,1,관형사∙명사,물리적 변화,고급
6,물리적,2,관형사∙명사,물리적 변화,고급
6,물자,0,명사,물자를 공급하다,고급
6,물체,0,명사,비행 물체,고급
6,미각,0,명사,미각을 자극하다,고급
6,미남,0,명사,미남 배우,고급
6,미달,0,명사,기준 미달,고급
6,미덕,0,명사,미덕을 베풀다,고급
6,미묘하다,0,형용사,미묘한 변화,고급
6,미사,0,명사,미사에 참석하다,고급
6,미숙하다,0,형용사,운전이 미숙하다,고급
6,미술가,0,명사,현대 미술가,고급
6,미약하다,0,형용사,미약한 진동,고급
6,미어지다,0,동사,셔츠가 미어지다,고급
6,미정,0,명사,날짜 미정,고급
6,미지,0,명사,미지의 세계,고급
6,미혼모,0,명사,미혼모를 돕다,고급
6,미흡하다,0,형용사,미흡한 설명,고급
6,민간,0,명사,민간 기업,고급
6,민간단체,0,명사,민간단체를 지원하다,고급
6,민망하다,0,형용사,민망한 장면,고급
6,민족주의,0,명사,민족주의 사상,고급
6,민주,0,명사,민주 정치,고급
6,민주적01∙ 민주적,2,관형사∙명사,민주적 절차,고급
6,민주화,0,명사,민주화 운동,고급
6,민첩하다,0,형용사,민첩한 움직임,고급
6,밀도,0,명사,밀도가 높다,고급
6,밀려나다,0,동사,뒤로 밀려나다,고급
6,밀려들다,0,동사,사람이 밀려들다,고급
6,밀림,0,명사,밀림이 울창하다,고급
6,밀어붙이다,0,동사,구석으로 밀어붙이다,고급
6,밀어주다,0,동사,후보를 밀어주다,고급
6,밀접,0,명사,밀접 지역,고급
6,밀착,0,명사,밀착 취재,고급
6,밑거름,0,명사,밑거름이 되다,고급
6,밑창,0,명사,밑창이 닳다,고급
6,바래다,1,동사,색이 바래다,고급
6,바삐,0,부사,바삐 일하다,고급
6,바짝,0,부사,바짝 마르다,고급
6,바퀴벌레,0,명사,바퀴벌레를 잡다,고급
6,박자,0,명사,박자를 맞추다,고급
6,박탈,0,명사,자격 박탈,고급
6,반감,0,명사,반감을 가지다,고급
6,반나절,0,명사,반나절이 걸리다,고급
6,반도,0,명사,반도 국가,고급
6,반도체,0,명사,반도체 산업,고급
6,반론,0,명사,반론을 제기하다,고급
6,반목,0,명사,동료 간의 반목,고급
6,반문,0,명사,반문을 제기하다,고급
6,반세기,0,명사,반세기 동안,고급
6,반신욕,0,명사,반신욕의 효과,고급
6,반주,1,명사,피아노 반주,고급
6,반칙,0,명사,반칙 판정,고급
6,받들다,0,동사,조상을 받들다,고급
6,발각,0,명사,사건이 발각되다,고급
6,발굴,0,명사,유적 발굴,고급
6,발단,0,명사,사건의 발단,고급
6,발돋움,0,명사,세계로 발돋움하다,고급
6,발령,0,명사,지방 발령,고급
6,발병,2,명사,발병을 예방하다,고급
6,발상,2,명사,발상의 전환,고급
6,밥벌이,0,명사,밥벌이로 삼다,고급
6,밧줄,0,명사,밧줄로 묶다,고급
6,방귀,0,명사,방귀를 뀌다,고급
6,방범,0,명사,방범 초소,고급
6,방사능,0,명사,방사능 오염,고급
6,방어,0,명사,방어 자세,고급
6,방언,0,명사,제주도 방언,고급
6,방치,0,명사,쓰레기 방치,고급
6,방침,0,명사,방침을 세우다,고급
6,방패,0,명사,방패로 막다,고급
6,배상,2,명사,손해 배상,고급
6,배설,0,명사,노폐물 배설,고급
6,배신,0,명사,배신을 당하다,고급
6,배역,0,명사,배역을 맡다,고급
6,배제,0,명사,감정을 배제하다,고급
6,배출,0,명사,인재 배출,고급
6,배타적01∙ 배타적,2,관형사∙명사,배타적 관계,고급
6,배포,0,명사,무료 배포,고급
6,배회,0,명사,거리를 배회하다,고급
6,배후,0,명사,배후 세력,고급
6,백년해로,0,명사,,고급
6,백미,2,명사,여행의 백미,고급
6,백수,1,명사,백수 생활,고급
6,백지,0,명사,백지에 쓰다,고급
6,백혈병,0,명사,백혈병에 걸리다,고급
6,번성,0,명사,자손의 번성,고급
6,번식,0,명사,세균 번식,고급
6,번영,0,명사,국가 번영,고급
6,번쩍,2,부사,번쩍 들다,고급
6,번창,0,명사,사업의 번창,고급
6,벌판,0,명사,드넓은 벌판,고급
6,범주,0,명사,같은 범주에 속하다,고급
6,범하다,0,동사,실례를 범하다,고급
6,범행,0,명사,범행 동기,고급
6,법률가,0,명사,국제 법률가,고급
6,법안,0,명사,법안을 검토하다,고급
6,법정,1,명사,법정에 출두하다,고급
6,벗,0,명사,벗을 사귀다,고급
6,벤처,0,명사,벤처 기업,고급
6,벼르다,0,동사,복수를 벼르다,고급
6,벽화,0,명사,벽화를 그리다,고급
6,변,2,명사,한강 변,고급
6,변덕,0,명사,변덕을 부리다,고급
6,변두리,0,명사,서울 변두리,고급
6,변모,0,명사,농촌의 변모,고급
6,변변찮다,0,형용사,옷이 변변찮다,고급
6,변수,0,명사,변수로 작용하다,고급
6,변천,0,명사,시대의 변천,고급
6,변형,0,명사,모양이 변형되다,고급
6,변호,0,명사,변호를 맡다,고급
6,변화무쌍,0,명사,,고급
6,별개,0,명사,별개의 문제,고급
6,별안간,0,명사,별안간 뛰어들다,고급
6,별의별,0,관형사,별의별 생각,고급
6,병동,0,명사,소아과 병동,고급
6,병상,0,명사,병상에 눕다,고급
6,병세,0,명사,병세가 악화되다,고급
6,병적01∙ 병적,2,관형사∙명사,병적 행동,고급
6,병행,0,명사,공부와 일의 병행,고급
6,보건,0,명사,보건 시설,고급
6,보답,0,명사,사랑에 보답하다,고급
6,보류,0,명사,계획 보류,고급
6,보배,0,명사,나라의 보배,고급
6,보복,0,명사,보복을 당하다,고급
6,보유,0,명사,주택을 보유하다,고급
6,보육원,0,명사,보육원에서 자라다,고급
6,보잘것없다,0,형용사,보잘것없는 신세,고급
6,보조금,0,명사,학비 보조금,고급
6,보태다,0,동사,생활비를 보태다,고급
6,보호자,0,명사,보호자 동의,고급
6,복귀,0,명사,원상 복귀,고급
6,복리,1,명사,사회의 복리,고급
6,복부,0,명사,복부 운동,고급
6,복수,2,명사,복수 지원,고급
6,복장,0,명사,간편한 복장,고급
6,복제,0,명사,불법 복제,고급
6,복종,0,명사,무조건적 복종,고급
6,복합적01∙ 복합적,2,관형사∙명사,복합적 감정,고급
6,본격화,0,명사,개발의 본격화,고급
6,본성,0,명사,본성을 드러내다,고급
6,본전,0,명사,본전도 못 찾다,고급
6,봉우리,0,명사,봉우리에 오르다,고급
6,봐주다,0,동사,잘못을 봐주다,고급
6,부가,0,명사,부가 기능,고급
6,부각,0,명사,이미지 부각,고급
6,부고,2,명사,신문에 부고를 내다,고급
6,부닥치다,0,동사,벽에 부닥치다,고급
6,부당,0,명사,부당 해고,고급
6,부도,1,명사,부도가 나다,고급
6,부도나다,0,동사,부도난 수표,고급
6,부득이,0,부사,부득이 취소하다,고급
6,부디,0,부사,부디 건강하세요,고급
6,부르짖다,0,동사,만세를 부르짖다,고급
6,부리다,1,동사,사람을 부려 먹다,고급
6,부설,0,명사,부설 기관,고급
6,부실,0,명사,부실 체력,고급
6,부양,0,명사,가족 부양,고급
6,부응,0,명사,기대에 부응하다,고급
6,부임,0,명사,대통령 부임,고급
6,부재,0,명사,대화의 부재,고급
6,부진,0,명사,성적 부진,고급
6,부착,0,명사,광고 부착,고급
6,부추기다,0,동사,경쟁심을 부추기다,고급
6,부축,0,명사,부축을 받다,고급
6,부패,0,명사,음식물 부패,고급
6,부풀리다,0,동사,머리를 부풀리다,고급
6,부피,0,명사,부피를 재다,고급
6,부활,0,명사,생명의 부활,고급
6,북돋다,0,동사,용기를 북돋다,고급
6,북돋우다,0,동사,용기를 북돋우다,고급
6,북받치다,0,동사,슬픔이 북받치다,고급
6,북적거리다,0,동사,거리가 북적거리다,고급
6,분간,0,명사,사물을 분간하다,고급
6,분기,0,명사,분기 실적,고급
6,분담,0,명사,역할 분담,고급
6,분배,0,명사,소득 분배,고급
6,분별,0,명사,사리 분별,고급
6,분분하다,0,형용사,의견이 분분하다,고급
6,분산,0,명사,인구 분산,고급
6,분열,0,명사,내부 분열,고급
6,분유,0,명사,분유를 먹이다,고급
6,분쟁,0,명사,분쟁을 해결하다,고급
6,분출,0,명사,가스 분출,고급
6,분하다,0,형용사,진 것이 분하다,고급
6,분해,0,명사,지방 분해,고급
6,불경,2,명사,불경을 읽다,고급
6,불과,0,부사,불과 나흘 전,고급
6,불러오다,0,동사,사람을 불러오다,고급
6,불명,0,명사,원인 불명,고급
6,불모지,0,명사,불모지를 개척하다,고급
6,불분명하다,0,형용사,이유가 불분명하다,고급
6,불쑥,0,부사,불쑥 내밀다,고급
6,불안정,0,명사,정서적인 불안정,고급
6,불어넣다,0,동사,활력을 불어넣다,고급
6,불참,0,명사,회의 불참,고급
6,불화,0,명사,가족 불화,고급
6,불황,0,명사,경기 불황,고급
6,불효자,0,명사/대명사,불효자가 되다,고급
6,붐,0,명사,베이비 붐,고급
6,붙들리다,0,동사,손목을 붙들리다,고급
6,비겁하다,0,형용사,비겁한 변명,고급
6,비굴하다,0,형용사,비굴한 행동,고급
6,비극적01∙ 비극적,2,관형사∙명사,비극적 운명,고급
6,비기다,2,동사,비길 데가 없다,고급
6,비단,0,부사,비단 -이 아니다,고급
6,비리다,0,형용사,비린 냄새,고급
6,비밀스럽다,0,형용사,비밀스러운 이야기,고급
6,비방,2,명사,비방과 욕설,고급
6,비상,0,명사,새의 비상,고급
6,비속어,0,명사,언어,고급
6,비스듬히,0,부사,비스듬히 눕다,고급
6,비약적01∙ 비약적,2,관형사∙명사,비약적 성장,고급
6,비염,0,명사,비염에 걸리다,고급
6,비웃음,0,명사,비웃음을 사다,고급
6,비위,0,명사,비위가 약하다,고급
6,비전,0,명사,기업의 비전,고급
6,비정상적,0,관형사∙명사,비정상적인 사람,고급
6,비참하다,0,형용사,비참한 기분,고급
6,비품,0,명사,사무실 비품,고급
6,비하,0,명사,직업 비하,고급
6,빈곤,0,명사,빈곤 아동,고급
6,빈민,0,명사,빈민 계층,고급
6,빈부,0,명사,빈부 격차,고급
6,빈약,0,명사,내용이 빈약하다,고급
6,빈털터리,0,명사,빈털터리 신세,고급
6,빈틈,0,명사,빈틈 사이,고급
6,빈틈없다,0,형용사,빈틈없는 일정,고급
6,빈틈없이,0,부사,빈틈없이 채우다,고급
6,빈혈,0,명사,빈혈을 치료하다,고급
6,빗기다,0,동사,머리를 빗기다,고급
6,빗줄기,0,명사,빗줄기가 떨어지다,고급
6,빙산,0,명사,빙산이 녹다,고급
6,빚어지다,0,동사,그릇이 빚어지다,고급
6,빡빡하다,0,형용사,숲이 나무로 빡빡하다,고급
6,빤히,0,부사,빤히 들여다보이다,고급
6,빼돌리다,0,동사,정보를 빼돌리다,고급
6,뺑소니,0,명사,뺑소니를 치다,고급
6,뺨치다,0,동사,어른 뺨치다,고급
6,뻔뻔하다,0,형용사,뻔뻔한 태도,고급
6,뻔히,0,부사,뻔히 보이다,고급
6,뻗치다,0,동사,가지를 뻗치다,고급
6,뿌리내리다,0,동사,땅에 뿌리내리다,고급
6,뿜다,0,동사,물을 뿜다,고급
6,뿜어내다,0,동사,연기를 뿜어내다,고급
6,사각지대,0,명사,사각지대에 숨다,고급
6,사각형,0,명사,사각형 모양,고급
6,사격,0,명사,권총 사격,고급
6,사고력,0,명사,사고력을 기르다,고급
6,사공,0,명사,사공의 배,고급
6,사기,1,명사,사기를 높이다,고급
6,사로잡히다,0,동사,적에게 사로잡히다,고급
6,사리,2,명사,사리 분별,고급
6,사면초가,0,명사,,고급
6,사뭇,0,부사,사뭇 다르다,고급
6,사법,0,명사,사법 기관,고급
6,사법부,0,명사,기관,고급
6,사사건건,1,명사,사사건건 간섭하다,고급
6,사사건건,2,부사,사사건건 간섭하다,고급
6,사상가,0,명사,계몽주의 사상가,고급
6,사상누각,0,명사,,고급
6,사색,2,명사,사색에 잠기다,고급
6,사슬,0,명사,사슬을 끊다,고급
6,사시사철,0,명사,사시사철 아름답다,고급
6,사실적01∙ 사실적,2,관형사∙명사,사실적 묘사,고급
6,사양,2,명사,선물을 사양하다,고급
6,사업주,0,명사,사업주 모집,고급
6,사치스럽다,0,형용사,사치스러운 생활,고급
6,사퇴,0,명사,자진 사퇴,고급
6,사필귀정,0,명사,,고급
6,사회주의,0,명사,사회주의 체제,고급
6,사후,2,명사,사후 대책,고급
6,산간,0,명사,산간 지역,고급
6,산뜻하다,0,형용사,기분이 산뜻하다,고급
6,산림,0,명사,산림 보호,고급
6,산만하다,0,형용사,태도가 산만하다,고급
6,산맥,0,명사,태백산맥,고급
6,산모,0,명사,산모를 돌보다,고급
6,산물,0,명사,바다의 산물,고급
6,산성,0,명사,산성 물질,고급
6,산하,2,명사,교육부 산하,고급
6,살균,0,명사,살균 처리,고급
6,살해,0,명사,살해 용의자,고급
6,삼각형,0,명사,삼각형 모양,고급
6,삼림욕,0,명사,삼림욕을 즐기다,고급
6,삼복더위,0,명사,삼복더위에 시달리다,고급
6,상,3,명사,상을 당하다,고급
6,상거래,0,명사,전자 상거래,고급
6,상당,0,명사,백만 원 상당,고급
6,상반,0,명사,주장이 상반되다,고급
6,상봉,0,명사,이산가족 상봉,고급
6,상세하다,0,형용사,설명이 상세하다,고급
6,상속,0,명사,재산 상속,고급
6,상승세,0,명사,상승세와 하락세,고급
6,상심,0,명사,상심에 빠지다,고급
6,상여,0,명사,상여 행렬,고급
6,상용,0,명사,상용한자,고급
6,상위,0,명사,상위와 하위,고급
6,상위권,0,명사,상위권에 들다,고급
6,상응,0,명사,상응 관계,고급
6,상이하다,0,형용사,상이한 방식,고급
6,상인,0,명사,노점 상인,고급
6,상장,2,명사,상장을 수여하다,고급
6,상주,1,명사,상주 직원,고급
6,상체,0,명사,상체와 하체,고급
6,상호,1,명사,상호 이해,고급
6,상호,2,부사,상호 이해,고급
6,샅샅이,0,부사,샅샅이 뒤지다,고급
6,새삼스럽다,0,형용사,새삼스러운 기분,고급
6,새옹지마,0,명사,,고급
6,색채,0,명사,화려한 색채,고급
6,생계,0,명사,생계를 잇다,고급
6,생사,0,명사,생사를 확인하다,고급
6,생산성,0,명사,생산성을 높이다,고급
6,생산자,0,명사,생산자와 소비자,고급
6,생산적01∙ 생산적,2,관형사∙명사,생산적 사고,고급
6,생산지,0,명사,인삼 생산지,고급
6,생성,0,명사,우주의 생성,고급
6,생소하다,0,형용사,생소한 이름,고급
6,생태,2,명사,식물의 생태,고급
6,생필품,0,명사,생필품을 구입하다,고급
6,생활고,0,명사,생활고를 겪다,고급
6,생활권,0,명사,생활권이 넓어지다,고급
6,서구,0,명사,서구 문명,고급
6,서두,0,명사,서두가 길다,고급
6,서민적01∙ 서민적,2,관형사∙명사,서민적 음식,고급
6,서성거리다,0,동사,주변을 서성거리다,고급
6,서슴없이,0,부사,서슴없이 말하다,고급
6,서신,0,명사,서신을 보내다,고급
6,서열,0,명사,서열을 따지다,고급
6,서평,0,명사,서평을 읽다,고급
6,선,3,명사,선과 악,고급
6,선고,0,명사,사망 선고,고급
6,선교,0,명사,선교 활동,고급
6,선교사,0,명사,해외 선교사,고급
6,선동적01∙ 선동적,2,관형사∙명사,선동적 행동,고급
6,선뜻,0,부사,선뜻 응하다,고급
6,선비,1,명사,선비 정신,고급
6,선정적01∙ 선정적,2,관형사∙명사,선정적인 장면,고급
6,선조,0,명사,선조를 모시다,고급
6,선출,0,명사,후보 선출,고급
6,선풍적01∙ 선풍적,2,관형사∙명사,선풍적 인기,고급
6,선하다,2,형용사,선한 사람,고급
6,선행,1,명사,선행 연구,고급
6,섣불리,0,부사,섣불리 나서다,고급
6,설교,0,명사,설교를 듣다,고급
6,설령,0,부사,설령 그렇다고 해도,고급
6,설비,0,명사,설비를 갖추다,고급
6,설상가상,0,명사,,고급
6,설움,0,명사,설움을 겪다,고급
6,섬유,0,명사,섬유 유연제,고급
6,섬유질,0,명사,섬유질이 풍부하다,고급
6,섭리,0,명사,자연의 섭리,고급
6,섭외,0,명사,출연자 섭외,고급
6,성대,0,명사,성대 결절,고급
6,성비,0,명사,성비 불균형,고급
6,성사,0,명사,결혼이 성사되다,고급
6,성장기,0,명사,성장기를 보내다,고급
6,성적순,0,명사,성적순으로 앉다,고급
6,성차별,0,명사,성차별을 당하다,고급
6,성취도,0,명사,성취도 평가,고급
6,성품,0,명사,사람의 성품,고급
6,성하다,1,형용사,성한 몸,고급
6,성화,1,명사,열화와 같은 성화,고급
6,세,3,명사,세를 징수하다,고급
6,세,4,명사,세력,고급
6,세관,0,명사,세관 검사,고급
6,세밀하다,0,형용사,묘사가 세밀하다,고급
6,세심하다,0,형용사,배려가 세심하다,고급
6,세태,0,명사,세태를 반영하다,고급
6,세포,0,명사,세포가 분열하다,고급
6,센서,0,명사,센서가 작동하다,고급
6,소동,0,명사,소동을 일으키다,고급
6,소란스럽다,0,형용사,교실이 소란스럽다,고급
6,소량,0,명사,소량으로 복용하다,고급
6,소멸,0,명사,생성과 소멸,고급
6,소신,2,명사,소신을 가지다,고급
6,소실,0,명사,문화재 소실,고급
6,소아,0,명사,소아 병동,고급
6,소양,0,명사,소양을 갖추다,고급
6,소외,0,명사,소외 지역,고급
6,소위,2,부사,,고급
6,소장,1,명사,소장과 대장,고급
6,소지,2,명사,신분증 소지,고급
6,소프트웨어,0,명사,소프트웨어를 개발하다,고급
6,소화기,2,명사,소화기를 구비하다,고급
6,속보,2,명사,뉴스 속보,고급
6,속설,0,명사,속설이 전해지다,고급
6,속성,2,명사,속성을 지니다,고급
6,속셈,0,명사,속셈을 눈치채다,고급
6,속속들이,0,부사,속속들이 조사하다,고급
6,속수무책,0,명사,,고급
6,속임수,0,명사,속임수를 쓰다,고급
6,손가락질,0,명사,손가락질을 당하다,고급
6,손대다,0,동사,물건에 손대다,고급
